,date_occured,time_occured,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude
74592,1976-09-15,20:30,llanelli&#44 dyfed (uk/wales??),,,other,20.0,20 seconds,Cuboid app. 15ft - non reflective matt color&#44 with red&#44 blue&#44 yellow lights with polymorphic abilities,1999-08-10,51.930053,-4.899965
74593,1976-09-15,21:00,centralia/walnut hill area,il,,other,300.0,5 min,Orange line of light seen travelling from the south in southern Illinois leaves burned remains of a tree.,2000-12-02,38.477271,-89.0434
74594,1976-09-15,21:00,hoodsport,wa,us,,120.0,1-2 minutes,Heard Strange sounding flying object above tree tops,2004-06-18,47.406111100000004,-123.13805559999999
74595,1977-09-15,00:00,beatty,or,us,light,480.0,5-8 min,A bright object flying in the sky turned 90 deg on the fly came toward us then glowed brightly for maybe 8 min then flew away from us a,2003-09-24,42.4419444,-121.2697222
74596,1977-09-15,13:44,alhambra,ca,us,disk,1200.0,10-20 min,&quot;People of Earth; unite and love each other&quot;,2006-10-30,34.0952778,-118.1261111
74597,1977-09-15,18:00,knoxville,tn,us,disk,300.0,5 minutes,Two disc shaped objects flying in tandem,2008-06-12,35.960555600000006,-83.9208333
74598,1977-09-15,20:00,dublin,nh,us,triangle,600.0,five to ten minutes +/-,There were six of us. We were on the &quot;Upper Field&quot; of our prep school where there were no outside lights. The night sky was bright (goo,2002-01-11,42.9075,-72.0630556
74599,1977-09-15,21:00,heber,az,us,triangle,10.0,10 seconds,Witnessed an enormous black triangle with lights traveling overhead&#44 at a very low altitude at night in a remote area.,2003-03-21,34.431388899999995,-110.59333329999998
74600,1977-09-15,24:00,childs (near the verde hot springs),az,us,,5400.0,20-90 min.,I have been trying to get more info for you on this siting.It was reported in the Verde Independent newspaper in Cottonwood&#44Az.&#44but the,2002-09-19,32.4527778,-112.8427778
74601,1978-09-15,10:00,wells,me,us,triangle,60.0,one minute,huge&#44 diamond shape object flying low  in southern Maine,2006-10-30,43.32194439999999,-70.58138890000001
74602,1978-09-15,16:00,flemington,fl,us,oval,420.0,5-7 minutes,This incident is my very first of two in my lifetime I have witnessed and happened when I was 18 which was a little more than 30 years,2009-04-14,29.4075,-82.29777779999999
74603,1978-09-15,18:00,covington,wa,us,disk,600.0,10 mins,1978 Covington&#44 WA Disc-shaped Object,2004-01-31,47.3483333,-122.1136111
74604,1978-09-15,20:00,pampa,tx,us,light,600.0,10 minutes,Had UFO come within 30 to 40 feet from us. Then took off very very fast into space. No doubt there is other life out there&#44 none at all,2004-06-04,35.53611110000001,-100.9594444
74605,1978-09-15,21:00,braceville,oh,us,diamond,900.0,15min.,It was over 28yrs. ago now&#44  and I can remember it like yesterday.,2006-02-14,41.228333299999996,-80.9547222
74606,1978-09-15,21:00,wootton bridge&#44 isle of wight (uk/england),,,triangle,600.0,10 minutes,Squat &#39arrow&#39 shaped craft seen over Wootton on the Isle of Wight,2005-09-02,50.726279999999996,-1.232089
74607,1978-09-15,22:30,edmundston (canada),nb,ca,disk,3600.0,1hour,After witnessing a ufo&#44 with my family&#44 I beleive that my mother and myself were abducted the next night.,2000-12-02,47.366667,-68.333333
74608,1978-09-15,23:00,shelby,oh,us,triangle,600.0,10 minutes,Triangular&#44 slow moving object with no lights and very low altitude outside of Shelby,2004-04-27,40.8813889,-82.6619444
74609,1979-09-15,18:00,bryan,tx,us,oval,1200.0,15-20 min,Shining Bright Light&#44 Oval Shaped&#44 no sound,2007-02-01,30.6741667,-96.36972220000001
74610,1980-09-15,00:30,maynardville,tn,us,light,120.0,few minutes,A late night viewing of a bright&#44 white light during a camping trip leads to an unusual physical manifestation.,2002-01-11,36.250555600000006,-83.7975
74611,1980-09-15,01:30,royal oak,mi,us,disk,1200.0,20mts,after leaving work at (15 mile and Crooks Rd)about 12:30am I travaled south on Crooks Rd for about 15 mts stopping for a red light at C,2005-09-02,42.4894444,-83.1447222
74612,1980-09-15,21:00,southwest harbor,me,us,light,300.0,5 mins,Large round white light,2003-12-19,44.2797222,-68.3255556
74613,1980-09-15,22:00,black creek community,ga,,oval,240.0,3 or 4 min.,Large&#44oval &#44 bright orange object descending into woods.,2001-08-05,35.070817,-85.317615
74614,1980-09-15,22:00,dam b lake (just north of; ntersection of angelina river),tx,,light,1800.0,30 minutes,Two slow moving luminous flying craft observed along a high power transmission line in East TX.,1999-01-28,30.070207,-99.25456700000001
74615,1980-09-15,22:00,elko,nv,us,light,15300.0,15 mins to 4 hrs,Spotted aluminum-colored square- shaped blinking lights which disappeared&#44 car stopped &amp; red/orange ball followed us.,2003-12-19,40.8325,-115.76222220000001
74616,1980-09-15,22:00,tekamah,ne,us,unknown,480.0,5 -8 min,Standard running light&#44 hovers&#44 flies slow&#44 climbs fast and absolutely no sound and no jet engines flames.,2010-08-24,41.7783333,-96.2208333
74617,1980-09-15,23:00,bridgeport,ct,us,triangle,300.0,5 minutes,I was sitting on my front porch and noticed a bright light in the distance over the trees. I mentioned it to my fiance and he said it w,2005-01-19,41.1669444,-73.20527779999999
74618,1981-09-15,06:30,georgetown,sc,us,triangle,180.0,-3 min,Triangular shape over Georgetown&#44 early 1980&#39s,2011-01-31,33.3766667,-79.29472220000001
74619,1981-09-15,10:30,bryan,tx,us,other,900.0,15 mins,cant describe what I saw? And when I try something deep inside tells me not to&#33&#33&#33 sorry.....,2002-10-28,30.6741667,-96.36972220000001
74620,1981-09-15,12:30,ft. hauchuca,az,,cigar,30.0,<30 seconds,2 silver cigar shaped objects N. of Fort Huachuca sometime in &#3981 or &#3982. Time of year I&#39m not sure,2001-04-28,31.555215999999998,-110.34992199999999
74621,1981-09-15,19:30,trenton,mo,us,rectangle,3600.0,1 hour,Soundless rectangle Trenton&#44 Missouri.,2012-09-24,40.078888899999995,-93.6163889
74622,1981-09-15,20:30,star junction,pa,us,circle,1800.0,30 minutes,Crafts seen by many in PA media covers,2003-11-26,40.0625,-79.76388890000001
74623,1982-09-15,02:00,richmond (canada),bc,ca,light,2400.0,30-40 min,Light witnessed first on ground or o horison moving back and forth for a long duration. The light then paused for a moment. and then as,2000-12-02,45.666667,-72.15
74624,1982-09-15,06:00,republic of south korea,,,cone,180.0,3 minutes,Cone shaped&#44 silver&#44 smooth craft with lights hovering through military field site.,2005-01-19,40.75121,-73.968923
74625,1982-09-15,17:00,la crosse,wi,us,disk,1200.0,20 min,I saw a disk hoovering over a Parking lot with aprox 30 others.  Lights revolving around it.  Motionless.,2006-07-16,43.8013889,-91.2394444
74626,1982-09-15,21:00,lost creek,wv,us,light,900.0,15 min,Two lights moving slowly at tree top level around our house with no sound.,2008-01-21,39.16111110000001,-80.3522222
74627,1982-09-15,22:00,eidson,tn,us,chevron,14400.0,4 hours or more,We saw multicolored lights in the night sky  in Eidson TN in  fall 1982 that were the shape of a football-field-size parallelogram.,2002-08-28,36.5111111,-83.02861109999999
74628,1982-09-15,22:00,janesville,wi,us,rectangle,1200.0,20minutes+,2-3 football fields in length in the sky lights all over it. in the middle of Janesville.,2001-08-05,42.6827778,-89.01861109999999
74629,1983-09-15,05:00,minden,nv,us,sphere,600.0,10 minutes,driving up mountian road&#44observed 3 large round balls hanging in mid-air,1999-01-28,38.9541667,-119.76472220000001
74630,1983-09-15,21:00,clovis,nm,us,triangle,300.0,5 minutes,it blocked out the stars as it slowly tracked across town towards Cannon AFB&#44 so I could make out its giant triangular shape easily,2008-10-31,34.4047222,-103.2047222
74631,1983-09-15,21:00,stratford,ct,us,triangle,2700.0,45 minutes,V shaped UFO tracked for miles by Ct residents  (Hudson Valley Connected),2003-08-28,41.1844444,-73.1336111
74632,1983-09-15,22:00,holden (canada),ab,ca,oval,30.0,20-30 seconds,Small white light makes 90 degree turn in sky.,2004-04-27,53.233332999999995,-112.233333
74633,1984-09-15,20:00,schuylkill haven,pa,us,triangle,120.0,2 minutes,Triangular craft with bright white lights on corners was observed above building.,2006-05-15,40.6305556,-76.17138890000001
74634,1984-09-15,22:30,gravesend (uk/england),,gb,triangle,180.0,3 mins,The triangle shape with no sound.,2002-07-26,51.433333000000005,0.366667
74635,1984-09-15,23:00,sterling,ak,us,light,1200.0,20 minutes,My friends &amp; I were fishing at a lake(Paddle Lake) for a weekend on the Keni Peninsula in Alaska. The first evening Bob ******* &amp; me wh,1999-08-10,60.53722220000001,-150.7647222
74636,1985-09-15,02:30,mumbai (india),,,other,2700.0,45 mins ++,UFO SPOTTED 20 YRS BACK. WITNESSES REPORT IT NOW DUE TO FEAR&#33&#33&#33,2006-07-16,19.075984,72.877656
74637,1985-09-15,03:00,guelph (canada),on,ca,oval,60.0,1 minute,guelph&#44 canada&#44 1985: five unusual objects in the sky.,2002-01-11,43.55,-80.25
74638,1985-09-15,19:00,beacon falls/naugatuck,ct,,light,300.0,5min.,lights moving very slow with no noise approx. 300 yards away,2007-10-08,41.494203999999996,-73.052655
74639,1985-09-15,23:00,green river (no. of),wy,us,light,1200.0,15/20 mins.,I saw unexplainable lights in the same area &amp; the same time frame that livestock was being mutilated.,2000-07-29,41.528611100000006,-109.46555559999999
74640,1986-09-15,03:00,new york city (brooklyn),ny,us,sphere,1500.0,25 minutes,A clear bright starry night. Very nice indeed with great air quality that night.I was on duty and doing guard. The premises are outdoor,2008-04-17,40.7141667,-74.0063889
74641,1986-09-15,20:00,tyler,tx,us,other,10.0,10 seconds,Large ship with no sound and no lights passing over my apt complex,2002-03-19,32.351111100000004,-95.3008333
74642,1986-09-15,22:00,calypso,nc,us,other,300.0,appox. 5 min,In 1986 NC&#44 a red and yellow glowing object appears to mother&#44 son&#44 and daughter leaving them without memory of it,2001-08-12,35.153611100000006,-78.1055556
74643,1986-09-15,22:30,redding,ca,us,cigar,60.0,1 minute,In September 1986 I was working for the National Park Service at the Whiskeytown National Recreation Area just west of Redding&#44 CA.  I,2012-08-05,40.5866667,-122.39055559999998
74644,1986-09-15,22:30,wingdale,ny,us,other,1200.0,20 minutes +,First obect traveling at high speed&#44 second object stationary on mountain top observed for several minutes,2007-02-01,41.646944399999995,-73.5686111
74645,1987-09-15,02:00,olongopo city (philippines),,,triangle,1800.0,30 min,Philippine naval base sighting of a ufo/uso with binoculars in hand,2006-02-14,14.838629999999998,120.28420200000001
74646,1987-09-15,07:30,liverpool,ny,us,cigar,3.0,1-3 seconds,Cigar-shaped object with three white lights above LongBranch Elementary School&#44 Liverpool&#44 NY,2012-08-05,43.1063889,-76.2180556
74647,1987-09-15,20:00,river hills (milwaukee suburb),wi,us,unknown,15.0,15 seconds,Saw a stationary and noise-free formation of five lights that looked like a Mack Truck in the sky&#44 with two large white lights almost l,1999-08-30,43.1741667,-87.9241667
74648,1987-09-15,21:00,yankton,sd,us,triangle,6.0,5-6  seconds,silent isosceles triangle shaped mirage-like UFO with no lights,2002-12-23,42.8711111,-97.3969444
74649,1987-09-15,23:00,tulare,ca,us,light,1200.0,20 minutes,Not a light in the sky&#44 this was 30 feet off the ground and we watched it for 20 minutes&#44 it was covered up.,2006-05-15,36.2077778,-119.3463889
74650,1988-09-15,03:00,darlington,la,us,unknown,900.0,15 min,Blade sound passes overhead while photographing wildlife at night.,2000-07-23,30.8777778,-90.78138890000001
74651,1989-09-15,21:00,austin,tx,us,circle,900.0,15 minutes,Up close sighting of UFO then confirmed by helicopter pursuit in Austin&#44 Texas.,2001-02-18,30.266944399999996,-97.7427778
74652,1989-09-15,21:00,california desert/laughlin nevada,ca,,light,300.0,5 minutes,Glowing ball of light,2013-06-02,35.127188000000004,-114.628099
74653,1989-09-15,22:30,peekskill,ny,us,unknown,60.0,1 minute,Massive&#44 low flying&#44 slowly moving craft that emitted no sound.,2006-10-30,41.29,-73.9208333
74654,1989-09-15,23:35,mt. morris,ny,,rectangle,120.0,2 minutes?,Large closing bar of light in night sky &#3989/&#3990. NY,2009-03-19,42.725618,-77.874169
75037,1966-09-16,20:00,chicago,il,us,cigar,600.0,10minutes,Chicago 1966 sighting when no aircraft were flying.,2004-12-14,41.85,-87.65
75038,1973-09-16,23:30,jefferson,ia,us,oval,14400.0,4 hours,My friend and i saw an oval object and the next thing i knew four hours had passed.,2004-06-23,42.0152778,-94.3772222
75039,1976-09-16,23:00,zuiddorpe (netherlands),,,oval,900.0,15  minutes,As we drove in the darkness suddenly 2 lights appeared. I and my girlfriend (who is now my wife)looked up into the dark sky. We both we,2004-10-27,51.234551,3.9030910000000003
75040,1976-09-16,23:30,western pacific ocean,,,oval,180.0,2-3 minutes,I often wondered why we were the only two that saw the UFO on such a large ship.,2003-10-31,36.710629,116.980668
75041,1978-09-16,21:30,edinburgh (uk/scotland),,gb,circle,60.0,1 minute,object speeds off turning at right angles as it goes,2001-08-05,55.833332999999996,-3.083333
75042,1980-09-16,23:00,clinton township,mi,,oval,1200.0,20 min,Circular shaped craft with flashing lights,2009-01-10,42.586888,-82.919551
75043,1984-09-16,15:00,elwood,ny,us,chevron,1800.0,30 min,Cheveron shaped ojects in V shape formation; daytime sighting&#44 silent moving,2005-05-11,40.8452778,-73.33555559999999
75044,1986-09-16,18:00,new ellington,sc,,other,90.0,90 seconds,While driving near a nuclear plant in South Carolina&#44 my wife and i spotted a wingless&#44 oblong shaped aircraft.,2002-07-01,34.9814,-81.034083
75045,1987-09-16,21:21,spokane,wa,us,disk,240.0,3-4 min,saucer overhead&#44hover 150 feet&#44no noise&#44within 100 yds&#44amber lights around edge one on top&#44 viewed with 7-21 pwr binoculars&#44started rot,2000-06-06,47.658888899999994,-117.425
75229,1979-09-17,18:15,mobile,al,us,rectangle,300.0,4 to 5 minutes,Rectangular object motionless in the sky over the Gulf of Mexico for 4 to 5 mintues which shot off straight up and was gone in less tha,2000-01-22,30.6941667,-88.0430556
75230,1979-09-17,20:10,fayetteville,nc,us,cylinder,3000.0,50 minutes,Missing time involved.  Other witness remembers nothing.  Tractor beam taking water aboard craft.  5 miles downrange&#44 appeared 300 feet,1999-08-30,35.0525,-78.87861109999999
75231,1989-09-17,05:37,grandview,mo,us,circle,5.0,4-5 sec,It  seemed like minutes passed&#44 but only seconds.,2006-05-15,38.8858333,-94.53277779999999
75455,1975-09-18,17:00,monte alegre (para) (brazil),,,cigar,20.0,20 seconds,We were a bunch of kids playing soccer in front of my house in the afternoon. Sundly someone stoped the ball and pointed to the sky 100,2003-09-28,-1.99804,-54.07285
75456,1986-09-18,16:00,owensboro,ky,us,cylinder,180.0,approx 3 minutes,&quot;Baton-shaped&quot; object moving end-over-end in clear afternoon sky.,2000-09-17,37.7741667,-87.1133333
75457,1986-09-18,20:30,colts neck,nj,us,fireball,1800.0,30 minutes,ET Sighting in Colts Neck NJ 1986&#44 shooting objects across  the sky.,2006-10-30,40.2875,-74.17277779999999
75458,1987-09-18,23:00,lima,oh,us,rectangle,480.0,5-8mins.,I saw a battleship size ufo that was outlined with lights but was transparent at the same time.,2003-10-31,40.7425,-84.1052778
75672,1976-09-19,22:00,bordentown,nj,us,oval,3600.0,1hour,Classic case of &quot;Missing Time&quot; in Bordentown New Jersey in 1976,2004-01-22,40.146111100000006,-74.71222220000001
75673,1979-09-19,22:45,baltimore,md,us,light,60.0,1minute,saw three lights in a triangle shape as I looked to the left I saw a single light following the others,2009-12-12,39.2902778,-76.6125
75674,1986-09-19,19:00,portsmouth,va,us,unknown,600.0,10 minutes,A trail of smoke,2002-01-11,36.8352778,-76.29861109999999
75992,1956-09-20,16:00,hope,ar,us,circle,1200.0,20 minutes,Sitting on a pond bank on sunny afternoon when 9 saucers appeared at 12:00 o&#39clock at a very high altitude.  They were silver in color,2005-04-16,33.6669444,-93.59138890000001
75993,1957-09-20,00:00,hopkinsville,ky,us,cigar,600.0,10 minutes,4 matalic silver cigar shaped objects; no sound september1957&#44 kentucky,2003-08-28,36.86555560000001,-87.48861109999999
75994,1958-09-20,22:20,davis jct. (on highway72 east to highway 51 north),il,,fireball,300.0,5min,red light with A GLOW AROUND IT DRIVING TO WORK 10;20PM DRIVING EAST SAW THIS LIGHT MAKING TRIANGLE MOTION CONTINIOUS MOTION IT WENT N.,1999-04-02,42.101692,-89.09315699999999
75995,1963-09-20,02:00,cowichan station (canada),bc,,unknown,600.0,10 minutes,It is my belief that some type of craft was hovering above us&#44 it was certainly not a heliocopter.,2005-04-16,48.729915000000005,-123.66644
75996,1964-09-20,20:00,chicago,il,us,sphere,2700.0,45 minutes,My name is Larry Cardozo.  I am 53 years old and live in Ventura&#44 California.  This sighting happened quite some time ago &#8211; I would gue,2005-04-16,41.85,-87.65
75997,1967-09-20,21:00,woodland hills,ca,us,triangle,300.0,5 minutes,I noticed a light that appeard to be above the Sepulveda Mullholland pass area. The light moved vertically and horizontally stopped and,2006-05-15,34.1683333,-118.605
75998,1967-09-20,22:00,viet nam (central),,,other,900.0,10-15 min,In Viet Nam night sky&#44 watched object move zig zag across sky then shoot straight up and disappear.,2011-10-10,14.058323999999999,108.277199
75999,1967-09-20,22:30,tipp city,oh,us,light,300.0,4-5 minutes,An object &#44 reported in Project Blue Book&#44 followed us  for about one half mile then shot straight into the night sky.,2005-01-19,39.9583333,-84.17222220000001
76000,1969-09-20,23:00,fairbanks,ak,us,cigar,30.0,30 seconds,My sister and I were awakened by a flashing bright light. We looked out of the window and saw a hovering cigar shaped object. It stayed,2000-04-26,64.8377778,-147.7163889
76001,1970-09-20,20:00,russellton,pa,us,triangle,600.0,10 minutes,4 Sided UFO with Lights spotted in Russellton in the Summer  of 1970,2008-01-21,40.611388899999994,-79.83722220000001
76002,1971-09-20,16:00,woodland,wa,us,disk,360.0,6 minutes,Saucer shaped craft at roof level just hovering&#44 round windows along the side and dome in the middle.,2003-10-31,45.9047222,-122.7427778
76003,1972-09-20,16:00,hermann,mo,us,disk,300.0,? up to 5min.,Sphere was hoovering over grandpa&#39s house when I was 10-12 in 1970ish with green and orange lights don&#39t remember it leaving.,2004-06-04,38.7041667,-91.43722220000001
76004,1972-09-20,17:30,hartville,mo,us,chevron,480.0,5-8 minutes,Two chevron shaped objects traveling together at low speed over rural Wright County&#44 MO,2010-06-23,37.2508333,-92.5102778
76005,1973-09-20,00:00,ciudad habana (cuba),,,circle,600.0,10 minutos,i see the craft  so clear so neat so much details i know was a estraterrestrial craft  was not a airplane.,2006-07-16,23.05407,-82.345189
76006,1973-09-20,10:00,mansfield,oh,us,oval,6.0,3 - 6 seconds,Pure white oval shaped image moving slowly. Major axis was several full moon widths long. Minor axis about half of major. No colors or,2001-02-18,40.7583333,-82.5155556
76007,1973-09-20,10:30,salina,ks,us,light,30.0,30 seconds,Light object makes perfect square moving in the night Kansas sky.,2009-08-05,38.8402778,-97.61111109999999
76008,1973-09-20,15:15,mansfield,oh,us,cigar,1200.0,20 minutes,In the Fall of 1973 my sister and I came upon a large silver object hovering approximatley 20 feet above us on a clear&#44 sunny afternoon,1999-01-28,40.7583333,-82.5155556
76009,1973-09-20,15:30,mansfield,oh,us,cigar,300.0,2 to 5 minutes,Cigar shaped craft chases little boy home.,2003-05-27,40.7583333,-82.5155556
76010,1973-09-20,17:15,houston,tx,us,chevron,1200.0,20 minutes,I was driving home from the Univ. of Houston and was at the light near Foley&#39s warehouse (still in same place) and looked up to my fron,2001-02-18,29.763055600000005,-95.3630556
76011,1975-09-20,18:30,roscommon,mi,us,oval,2100.0,35 min,Bright light in the sky&#44 amazing speed and menuvers,2004-09-29,44.4983333,-84.5919444
76012,1975-09-20,19:00,wimberley,tx,us,light,600.0,10 minutes,A very bright light moving very quickly and erradically in the southern sky chased by two air force jets.,2002-08-28,29.9972222,-98.0983333
76013,1976-09-20,07:30,williamsburg,ky,us,circle,30.0,30 seconds,Father and I saw lg round object&#44 looked like a setting sun in the East over a mountain.  Lit up whole side of mountain.  Just appeared,1999-01-28,36.743333299999996,-84.1597222
76014,1978-09-20,16:00,tampa (outskirts of),fl,us,sphere,1800.0,20--30 minutes,round object-big as about 5 hot air-realy big-- ballons-lights-windows-saw people aboard-spectators,1999-07-05,27.947222200000002,-82.45861109999998
76015,1980-09-20,20:30,louisville,ky,us,circle,900.0,15 min,I did not know how to report so i found this sight i am now 52 and most passegers are in there 68 -70.,2010-02-14,38.2541667,-85.7594444
76016,1980-09-20,22:00,samsonville,ny,us,disk,25200.0,7 hours,25 foot craft hovering above my house.,2005-09-02,41.8875,-74.2944444
76017,1981-09-20,18:00,andrews afb,md,,circle,1800.0,30 mins,An huge circular craft moved from the south towards D.C. on andrews AFB.It moved with lights flashing and a beam coming downwards f,2011-10-10,38.79652,-76.883626
76018,1982-09-20,12:00,slidell,la,us,changing,1200.0,20 min,Shape shifting&#44 color changing UFO,2011-08-07,30.275,-89.78111109999999
76019,1982-09-20,16:22,luray,va,us,unknown,180.0,3 min,While sight seeing upon the summit of Old Rag Mountain in the Shenadoah Mountains myself and a friend encounterd an individual that app,2007-08-07,38.6652778,-78.4597222
76020,1982-09-20,19:00,dixie,id,us,disk,14400.0,4 hrs,High mountain Idaho sighting&#44 disc shaped revolving lights underneath&#44like a memory game&#4430 ft across.,2003-10-31,45.5541667,-115.4602778
76021,1984-09-20,21:00,new york city (bronx),ny,us,teardrop,300.0,5 minutes,BRIGHT WHITE  LIGHTS SEEN IN THE BRONX IN THE 1980&#39s.,2005-05-11,40.7141667,-74.0063889
76022,1985-09-20,16:00,coconut creek,fl,us,disk,240.0,4 minutes,Two ships&#44 500 feet away&#44 over Tradewinds Park and as large as 2 to 3 football fields each,2003-06-18,26.251388899999995,-80.1791667
76023,1986-09-20,23:50,tucson,az,us,unknown,20.0,10-20 sec,Paired blue halos ascend rapidly and silently.,2001-11-20,32.2216667,-110.9258333
76024,1987-09-20,16:00,santa fe,nm,us,unknown,900.0,15 minutes,Groups of bright shiny lights in the sky moving around during the daytime.,2002-04-08,35.686944399999994,-105.93722220000001
76025,1988-09-20,03:00,riverside,ca,us,flash,7.0,6-7 seconds,Unidentified patch of light in the night sky,2002-09-28,33.9533333,-117.39527779999999
76026,1988-09-20,13:00,atlantic ocean,,,unknown,20.0,20 seconds,The craft was visible at different positions for about 20 seconds at a distance of 3 to 4 miles to 4 to 500 feet.,2005-05-11,-14.599413,-28.673146999999997
76027,1988-09-20,18:00,new york city (staten island),ny,us,circle,600.0,10 minutes,looking up clear as day a huge bright light&#44 that resembled a mini sun.It was huge and I didnt see any particular shape or colors other,2010-11-21,40.7141667,-74.0063889
76028,1988-09-20,22:50,mansfield (outside of),oh,us,sphere,1200.0,15-20minutes,Ball of light enters van&#44 in Richland county&#44Ohio,2004-06-04,40.7583333,-82.5155556
76029,1989-09-20,16:00,sierra madre,ca,us,teardrop,30.0,30 seconds,odd sighting at Mount Wilson,2004-08-24,34.161666700000005,-118.05194440000001
76277,1956-09-21,24:00,greenwich,ct,us,light,1290.0,21:30,Strange movements amoung the stars,2008-08-12,41.02638889999999,-73.6288889
76278,1970-09-21,18:30,quincy,il,us,unknown,10800.0,3 hours,Bright  blue/white light and lost time. 500 Lights On Object0: Yes,2008-03-04,39.9355556,-91.4097222
76279,1978-09-21,00:00,sung nam shi (seoul) (korea),,,changing,1800.0,30 min.,it started to move in zigzag fashion. Hopping between clouds&#44 as it moved in to the cloud&#44 cloud was glowing,2002-12-23,30.825188,106.102449
76280,1979-09-21,01:00,cape elizabeth (near; location unspecified by witness),me,us,light,1800.0,two hours,At approximately 1AM in September of 1979&#44 a police officer two towns south from the town I work in called our mutual neighboring polic,2006-05-15,43.5636111,-70.2005556
76281,1986-09-21,06:30,jasper,ga,us,triangle,60.0,about a minute or two,09/21/1986&#44 Jasper&#44 GA&#44 triangular shape&#44 a minute or two of duration&#44 3 feet above ground hovering,2010-08-24,34.4677778,-84.4291667
76282,1988-09-21,03:00,atlantic ocean (middle),,,fireball,15.0,15 seconds,The light clearly lit up the bow of the vessel&#44 where no light should have been&#44 in the middle of the Atlantic.,2005-05-11,-14.599413,-28.673146999999997
76283,1988-09-21,15:51,detroit,mi,us,oval,60.0,1 minute,Oval shape craft seen in cloudbank  tilting back and forth.,2007-04-27,42.33138889999999,-83.0458333
76548,1976-09-02,03:00,moose lake,mn,us,disk,300.0,5 minutes?,Floating down the light beam,2001-08-05,46.4541667,-92.7616667
76549,1978-09-02,21:00,leavenworth,ks,us,light,180.0,3 minutes,Bright orange light shines spotlight on lake&#44makes no sound.,2001-10-12,39.311111100000005,-94.92222220000001
76550,1983-09-02,00:30,owen sound (near) (canada),on,ca,triangle,60.0,< 1 minute,Distinctly triangular object&#44 appeared to be transluscent but glowing orange&#44 like an ember (hundreds if not thousands of small pin pri,2000-12-02,44.566666999999995,-80.85
76551,1984-09-02,08:20,osage,ia,us,sphere,300.0,5 minutes,The ship seemed to be looking for something.,2002-04-25,43.2841667,-92.8108333
76552,1984-09-02,23:00,sao paulo (brazil),,,other,3600.0,1 hour,Very large space ship taken in my telescope&#44 passed in front of moon,2011-01-05,-23.550520000000002,-46.633309000000004
76553,1989-09-02,12:00,pickering (canada),on,ca,triangle,180.0,3 min.,as i was reading a sighting from someboby in ohio on my first time here. it reminded me of acraft i seen in late 80s or early 90s in la,2003-10-31,43.866667,-79.033333
76806,1967-09-22,22:30,albuquerque,nm,us,unknown,3600.0,~1hr,A property search and a  &quot;close encounter&quot; with unknowns?,2004-06-18,35.084444399999995,-106.65055559999999
76807,1970-09-22,01:00,homestead,fl,us,light,300.0,5 minutes,BRIGHT LIGHT...LOST POWER TO MISSILE SITE...LEFT AT HIGH RATE OF SPEED,2007-08-07,25.4683333,-80.4777778
76808,1970-09-22,01:30,whitby (canada),on,ca,light,120.0,2 minutes,Whitby Ontario Canada 1:30 am saw a flashing light  moving in diferent directions and at different speeds,2012-05-13,43.866667,-78.93333299999999
76809,1970-09-22,23:00,new york city (manhattan),ny,us,sphere,120.0,three hours,While I realize this is reaching a bit far back&#44 I believe this is an important sighting&#44 and should be reported. It was around 11:,2004-03-17,40.7141667,-74.0063889
76810,1973-09-22,15:00,philip,sd,us,disk,120.0,one hour,Saucer craft landed near us.,2006-05-15,44.039444399999994,-101.6647222
76811,1973-09-22,18:02,cape girardeau,mo,us,disk,1200.0,20 minutes,I watched a disk-shaped craft hover above treeline for about 20 minutes,2000-09-17,37.305833299999996,-89.5180556
76812,1974-09-22,17:00,jamul (east of),ca,us,fireball,2100.0,30-35 min.,round glowing fireball traveling northt to south and straight up and straight up and down,2005-02-08,32.716944399999996,-116.87527779999999
76813,1986-09-22,16:00,fredericksburg,va,us,triangle,180.0,3 minutes,I saw 4 orange non flashing glowing lights in a traingle formation.,2013-09-30,38.30305560000001,-77.4608333
77090,1965-09-23,14:00,kennewick,wa,us,oval,10800.0,3 hrs,BADGER CANYON UFO LANDING&#44 SEPTEMBER 1965.,2004-09-01,46.211388899999996,-119.13611110000001
77091,1968-09-23,17:00,burnaby (canada),bc,ca,egg,180.0,3 minutes,I have never reported this but have seen anything like it before... It was just before dusk and I looked up and saw this golden oval ob,2005-04-16,49.25,-122.95
77092,1975-09-23,02:00,weston,ct,us,circle,300.0,5 mins,BRIGHT LIGHT WATCHING US SLEEP 2:00 AM THEN GONE HIGH RATE OF SPEED WESTON CT PRIVATE HOME,2007-02-01,41.2008333,-73.3811111
77093,1984-09-23,21:30,hinton blewitt&#44 bristol (uk/england),,,triangle,5.0,5 seconds,Triangular craft seen above me in Hinton Blewitt&#44 England. 500 Lights On Object0: Yes,2010-02-14,51.311481,-2.584514
77329,1971-09-24,22:00,worthing&#44 sussex (uk/england),,,oval,900.0,15 mins,The Truth about UFO&#39S,2009-12-12,50.81787,-0.372882
77330,1980-09-24,23:59,savannah/register (between),ga,,triangle,300.0,5 min.,very low &#44 triangle shaped craft&#44 with no sound,2001-08-05,32.003889,-81.115447
77502,1966-09-25,17:00,los banos,ca,us,egg,180.0,2-3 min,2 egg shaped objects in daylight near Los Banos CA,2002-10-15,37.0583333,-120.84888889999999
